slide_id,label,pred,correct,scale,class_id,concept_id,concept_text,rank,evidence_score,prompt_weight,edge_strength,prompt_id,region_id,region_score
25024310B3,0,0,1,low,0,adeno_alveolar_replacement_low,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,1,0.2382507026195526,0.1030772626399993,0.0340608376374477,11,0.0,0.2382507026195526
25024310B3,0,0,1,low,0,adeno_lepidic,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,2,0.2336853444576263,0.0983669087290763,0.0139215840677042,0,0.0,0.23368534445762634
25024310B3,0,0,1,low,0,adeno_mucinous,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,3,0.2329807579517364,0.0973926484584808,0.0358302259059012,5,0.0,0.23298075795173645
25024310B3,0,0,1,low,0,adeno_cribriform_low,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,4,0.2236616462469101,0.0906321555376052,0.0180829974736053,10,0.0,0.2236616462469101
25024688B2,0,0,1,high,0,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,1,0.2420649081468582,0.1061160266399383,0.0860126939395235,2,5.0,0.24206490814685822
25024688B2,0,0,1,high,0,adeno_atypical_glands_high,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,2,0.2416593134403228,0.1049438416957855,0.0621039080006062,9,5.0,0.24165931344032288
25024688B2,0,0,1,high,0,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,3,0.2373565137386322,0.101516380906105,0.0475822010413681,3,5.0,0.2373565137386322
25024688B2,0,0,1,high,0,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,4,0.2358222901821136,0.0996971651911735,0.0387275098146957,10,5.0,0.23582229018211365
25024688B2,0,0,1,high,0,adeno_hobnail_high,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,5,0.2174759805202484,0.0830686166882515,0.0258716523988496,8,5.0,0.2174759805202484
25024688B2,0,0,1,low,0,adeno_alveolar_replacement_low,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,1,0.2054436355829239,0.1030895411968231,0.0340608376374477,11,0.0,0.2054436355829239
25024688B2,0,0,1,low,0,adeno_lepidic,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,2,0.198355883359909,0.0959281623363494,0.0139215840677042,0,0.0,0.19835588335990906
25024688B2,0,0,1,low,0,adeno_mucinous,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,3,0.1965538710355758,0.0939414650201797,0.0358302259059012,5,0.0,0.19655387103557587
25024688B2,0,0,1,low,0,adeno_cribriform_low,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,4,0.1926051676273346,0.0922437384724617,0.0180829974736053,10,0.0,0.1926051676273346
25025087B,1,1,1,high,1,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,1,0.1618478298187255,0.2531553506851196,0.107473784487641,1,5.0,0.16184782981872559
25025087B,1,1,1,high,1,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,2,0.1451385468244552,0.2142265439033508,0.0537231230181394,0,5.0,0.14513854682445526
25025087B,1,1,1,high,1,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,3,0.1201330870389938,0.1661862432956695,0.0460269019523553,6,13.0,0.12013308703899384
25025087B,1,1,1,low,1,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,1,0.1271945238113403,0.1862756311893463,0.0987526106735746,2,0.0,0.12719452381134033
25025087B,1,1,1,low,1,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,2,0.0920350700616836,0.1313562393188476,0.0127613447465163,8,0.0,0.09203507006168365
25028514B,1,1,1,high,1,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,1,0.2047394812107086,0.2805980145931244,0.107473784487641,1,5.0,0.20473948121070862
25028514B,1,1,1,high,1,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,2,0.1829674690961837,0.2257270514965057,0.0537231230181394,0,5.0,0.18296746909618378
25028514B,1,1,1,high,1,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,3,0.1577549278736114,0.174745500087738,0.0460269019523553,6,5.0,0.15775492787361145
25028514B,1,1,1,low,1,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,1,0.1238689571619033,0.2151079177856445,0.0987526106735746,2,0.0,0.12386895716190338
25028514B,1,1,1,low,1,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,2,0.0676842555403709,0.1229248195886612,0.0127613447465163,8,0.0,0.06768425554037094
25045625B1,1,1,1,high,1,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,1,0.3330184817314148,0.3707989752292633,0.107473784487641,1,5.0,0.3330184817314148
25045625B1,1,1,1,high,1,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,2,0.3026257753372192,0.2736518085002899,0.0537231230181394,0,5.0,0.30262577533721924
25045625B1,1,1,1,high,1,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,3,0.2647052705287933,0.1865652650594711,0.0460269019523553,6,5.0,0.26470527052879333
25045625B1,1,1,1,low,1,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,2,-0.0013534124009311,0.1549872606992721,0.0987526106735746,2,15.0,-0.00135341240093112
25045625B1,1,1,1,low,1,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,3,-0.0293919499963521,0.1173589900135994,0.0127613447465163,8,6.0,-0.029391949996352196
