slide_id,fold,split,scale,class_id,concept_id,prompt_id,concept_text,evidence_score,prompt_weight,rank
2460641-B2,0,test,high,1,nonadeno_fibrosis_inflammation_high,9,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.1706956923007965,0.10949026048183441,3
2460641-B2,0,test,high,1,nonadeno_intercellular_bridges_high,1,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,0.1652848720550537,0.10456740856170654,4
2460641-B2,0,test,high,1,nonadeno_chondromyxoid_matrix_high,8,A high magnification histopathology image showing chondromyxoid matrix and benign stromal elements in pulmonary hamartoma.,0.1570330709218979,0.09441956877708435,5
2460960-B,0,test,low,0,adeno_mucinous,5,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.1717662662267685,0.0998692661523819,1
2460960-B,0,test,low,0,adeno_alveolar_replacement_low,11,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.17034192383289337,0.09885428845882416,2
2460960-B,0,test,low,0,adeno_lepidic,0,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.16218917071819305,0.09101266413927078,3
2460960-B,0,test,low,0,adeno_cribriform_low,10,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.16067084670066833,0.0913005992770195,4
2460960-B,0,test,low,0,adeno_glandular_infiltration_low,6,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.,0.155241921544075,0.08484011888504028,5
2460960-B,0,test,low,1,nonadeno_hamartoma_low,2,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,0.13763873279094696,0.1601845920085907,1
2460960-B,0,test,low,1,nonadeno_metastatic_low,5,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,0.09552697837352753,0.10502272844314575,2
2460960-B,0,test,low,1,nonadeno_solid_nests_low,10,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,0.09459052979946136,0.10288000851869583,3
2460960-B,0,test,low,1,nonadeno_fibroinflammatory_low,8,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,0.07472974061965942,0.0855855941772461,4
2460960-B,0,test,low,1,nonadeno_benign_reactive_low,9,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,0.06794693320989609,0.07952482998371124,5
2460960-B,0,test,high,0,adeno_atypical_glands_high,9,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.21860536932945251,0.1084083542227745,1
2460960-B,0,test,high,0,adeno_papillary_high,2,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.21134153008460999,0.10152634233236313,2
2460960-B,0,test,high,0,adeno_fused_glands_high,10,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.20932716131210327,0.09950470179319382,3
2460960-B,0,test,high,0,adeno_micropapillary_high,3,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.20913651585578918,0.09958773851394653,4
2460960-B,0,test,high,0,adeno_mucinous_high,4,A high magnification histopathology image showing adenocarcinoma cells with mucin production and mucinous cytoplasm.,0.1944732666015625,0.08577414602041245,5
2460960-B,0,test,high,1,nonadeno_fibrosis_inflammation_high,9,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.12542122602462769,0.12581178545951843,1
2460960-B,0,test,high,1,nonadeno_inflammatory_high,4,"A high magnification histopathology image showing inflammatory cells, granulomas, or fibrosis without adenocarcinoma morphology.",0.1061842143535614,0.10412877798080444,2
2460960-B,0,test,high,1,nonadeno_hamartoma_high,3,A high magnification histopathology image showing benign cartilage and respiratory epithelium in pulmonary hamartoma.,0.1017821803689003,0.09840259701013565,3
2460960-B,0,test,high,1,nonadeno_nuclear_molding_high,7,A high magnification histopathology image showing neuroendocrine tumor cells with nuclear molding and scant cytoplasm.,0.09075130522251129,0.08857958763837814,4
2460960-B,0,test,high,1,nonadeno_spindle_atypia_high,10,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,0.08862508088350296,0.08761715143918991,5
2461671-B2,0,test,low,0,adeno_alveolar_replacement_low,11,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.19000819325447083,0.10130201280117035,1
2461671-B2,0,test,low,0,adeno_mucinous,5,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.18654398620128632,0.09745939821004868,2
2461671-B2,0,test,low,0,adeno_lepidic,0,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.182561457157135,0.09392702579498291,3
2461671-B2,0,test,low,0,adeno_cribriform_low,10,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.17867586016654968,0.09201984107494354,4
2461671-B2,0,test,low,0,adeno_glandular_infiltration_low,6,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.,0.17286799848079681,0.08518505841493607,5
2461671-B2,0,test,low,1,nonadeno_hamartoma_low,2,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,0.14207398891448975,0.16625162959098816,1
2461671-B2,0,test,low,1,nonadeno_metastatic_low,5,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,0.09937723726034164,0.10836472362279892,2
2461671-B2,0,test,low,1,nonadeno_solid_nests_low,10,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,0.09710745513439178,0.10474782437086105,3
2461671-B2,0,test,low,1,nonadeno_fibroinflammatory_low,8,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,0.07242913544178009,0.08304096013307571,4
2461671-B2,0,test,low,1,nonadeno_benign_reactive_low,9,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,0.06832632422447205,0.07925625145435333,5
2461671-B2,0,test,high,0,adeno_atypical_glands_high,9,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.20183438062667847,0.10541223734617233,1
2461671-B2,0,test,high,0,adeno_micropapillary_high,3,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.19939683377742767,0.10388930141925812,2
2461671-B2,0,test,high,0,adeno_papillary_high,2,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.19577151536941528,0.09991320967674255,3
2461671-B2,0,test,high,0,adeno_fused_glands_high,10,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.19196778535842896,0.09618707001209259,4
2461671-B2,0,test,high,0,adeno_hobnail_high,8,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.1743852198123932,0.08075839281082153,5
2461671-B2,0,test,high,1,nonadeno_fibrosis_inflammation_high,9,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.0962124690413475,0.11190447956323624,1
2461671-B2,0,test,high,1,nonadeno_nuclear_molding_high,7,A high magnification histopathology image showing neuroendocrine tumor cells with nuclear molding and scant cytoplasm.,0.08655790984630585,0.1011812761425972,2
2461671-B2,0,test,high,1,nonadeno_inflammatory_high,4,"A high magnification histopathology image showing inflammatory cells, granulomas, or fibrosis without adenocarcinoma morphology.",0.08221913874149323,0.09760451316833496,3
2461671-B2,0,test,high,1,nonadeno_neuroendocrine_high,2,A high magnification histopathology image showing neuroendocrine tumor cells with salt-and-pepper chromatin.,0.08190181106328964,0.09643365442752838,4
2461671-B2,0,test,high,1,nonadeno_spindle_atypia_high,10,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,0.06727074086666107,0.08429981023073196,5
2461677-B2,0,test,low,0,adeno_mucinous,5,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.1588842272758484,0.10079624503850937,1
2461677-B2,0,test,low,0,adeno_alveolar_replacement_low,11,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.15728548169136047,0.0995979979634285,2
2461677-B2,0,test,low,0,adeno_lepidic,0,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.15094596147537231,0.09337522834539413,3
2461677-B2,0,test,low,0,adeno_cribriform_low,10,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.14752650260925293,0.09190665930509567,4
2461677-B2,0,test,low,0,adeno_glandular_infiltration_low,6,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.,0.14086928963661194,0.08436070382595062,5
2461677-B2,0,test,low,1,nonadeno_hamartoma_low,2,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,0.12087874859571457,0.16282153129577637,1
2461677-B2,0,test,low,1,nonadeno_metastatic_low,5,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,0.07630375027656555,0.10415418446063995,2
2461677-B2,0,test,low,1,nonadeno_solid_nests_low,10,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,0.07398632913827896,0.10062986612319946,3
2461677-B2,0,test,low,1,nonadeno_fibroinflammatory_low,8,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,0.05834565684199333,0.08732213079929352,4
2461677-B2,0,test,low,1,nonadeno_benign_reactive_low,9,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,0.049706242978572845,0.07964586466550827,5
2461677-B2,0,test,high,0,adeno_atypical_glands_high,9,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.1978713870048523,0.10258877277374268,1
2461677-B2,0,test,high,0,adeno_micropapillary_high,3,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.19706931710243225,0.10277379304170609,2
2461677-B2,0,test,high,0,adeno_papillary_high,2,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.19495657086372375,0.10034679621458054,3
2461677-B2,0,test,high,0,adeno_fused_glands_high,10,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.19061124324798584,0.09608268737792969,4
2461677-B2,0,test,high,0,adeno_hobnail_high,8,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.17890694737434387,0.08555495738983154,5
2461677-B2,0,test,high,1,nonadeno_fibrosis_inflammation_high,9,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.08599153161048889,0.10489954054355621,1
2461677-B2,0,test,high,1,nonadeno_nuclear_molding_high,7,A high magnification histopathology image showing neuroendocrine tumor cells with nuclear molding and scant cytoplasm.,0.08045767992734909,0.09883762151002884,2
2461677-B2,0,test,high,1,nonadeno_neuroendocrine_high,2,A high magnification histopathology image showing neuroendocrine tumor cells with salt-and-pepper chromatin.,0.07951054722070694,0.09775941073894501,3
2461677-B2,0,test,high,1,nonadeno_dense_eosinophilic_cytoplasm_high,6,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,0.07794912159442902,0.09721612930297852,4
2461677-B2,0,test,high,1,nonadeno_inflammatory_high,4,"A high magnification histopathology image showing inflammatory cells, granulomas, or fibrosis without adenocarcinoma morphology.",0.07226527482271194,0.09173940867185593,5
2461700-B2,0,test,low,0,adeno_mucinous,5,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.0719761848449707,0.09810550510883331,1
2461700-B2,0,test,low,0,adeno_alveolar_replacement_low,11,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.06917267292737961,0.09577836096286774,2
2461700-B2,0,test,low,0,adeno_cribriform_low,10,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.060349240899086,0.08921271562576294,3
2461700-B2,0,test,low,0,adeno_lepidic,0,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.059909045696258545,0.08720657974481583,4
2461700-B2,0,test,low,0,adeno_multifocal_glandular_low,9,A low magnification histopathology image showing multifocal irregular glandular proliferation consistent with lung adenocarcinoma.,0.057738982141017914,0.08465693145990372,5
2461700-B2,0,test,low,1,nonadeno_hamartoma_low,2,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,0.07629954814910889,0.15420229732990265,1
2461700-B2,0,test,low,1,nonadeno_fibroinflammatory_low,8,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,0.027046168223023415,0.09444442391395569,2
2461700-B2,0,test,low,1,nonadeno_metastatic_low,5,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,0.025727104395627975,0.09289858490228653,3
2461700-B2,0,test,low,1,nonadeno_solid_nests_low,10,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,0.02486519142985344,0.09107109159231186,4
2461700-B2,0,test,low,1,nonadeno_benign_reactive_low,9,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,0.013334561139345169,0.08188173174858093,5
2461700-B2,0,test,high,0,adeno_papillary_high,2,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.2564329504966736,0.1335253119468689,1
2461700-B2,0,test,high,0,adeno_micropapillary_high,3,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.2290877103805542,0.10186105221509933,2
2461700-B2,0,test,high,0,adeno_hobnail_high,8,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.2275204360485077,0.10010194778442383,3
2461700-B2,0,test,high,0,adeno_fused_glands_high,10,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.22533538937568665,0.09784120321273804,4
2461700-B2,0,test,high,0,adeno_atypical_glands_high,9,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.22417950630187988,0.09603426605463028,5
2461700-B2,0,test,high,1,nonadeno_intercellular_bridges_high,1,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,0.22369620203971863,0.24035589396953583,1
2461700-B2,0,test,high,1,nonadeno_dense_eosinophilic_cytoplasm_high,6,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,0.20356020331382751,0.19578434526920319,2
2461700-B2,0,test,high,1,nonadeno_keratinization_high,0,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,0.18402540683746338,0.161666601896286,3
2461700-B2,0,test,high,1,nonadeno_fibrosis_inflammation_high,9,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.08617404103279114,0.06026759371161461,4
2461700-B2,0,test,high,1,nonadeno_sarcomatoid_high,5,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,0.07609882950782776,0.054670680314302444,5
2462478-B2,0,test,low,0,adeno_alveolar_replacement_low,11,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.17566537857055664,0.09969145804643631,1
2462478-B2,0,test,low,0,adeno_mucinous,5,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.17504125833511353,0.09867290407419205,2
2462478-B2,0,test,low,0,adeno_lepidic,0,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.16664186120033264,0.0909876599907875,3
2462478-B2,0,test,low,0,adeno_cribriform_low,10,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.16386227309703827,0.09013154357671738,4
2462478-B2,0,test,low,0,adeno_glandular_infiltration_low,6,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.,0.1624157726764679,0.0871565118432045,5
2462478-B2,0,test,low,1,nonadeno_hamartoma_low,2,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,0.14882540702819824,0.1662265658378601,1
2462478-B2,0,test,low,1,nonadeno_metastatic_low,5,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,0.10115346312522888,0.10308972746133804,2
2462478-B2,0,test,low,1,nonadeno_solid_nests_low,10,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,0.09921970963478088,0.099984310567379,3
2462478-B2,0,test,low,1,nonadeno_fibroinflammatory_low,8,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,0.08618835359811783,0.0890556275844574,4
2462478-B2,0,test,low,1,nonadeno_inflammatory_low,3,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,0.07726132869720459,0.08113984018564224,5
2462478-B2,0,test,high,0,adeno_papillary_high,2,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.2633935213088989,0.14836817979812622,1
2462478-B2,0,test,high,0,adeno_atypical_glands_high,9,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.22741609811782837,0.10280878841876984,2
2462478-B2,0,test,high,0,adeno_micropapillary_high,3,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.22732573747634888,0.10372983664274216,3
2462478-B2,0,test,high,0,adeno_fused_glands_high,10,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.22016647458076477,0.09629888087511063,4
