slide_id,fold,split,label,pred,correct,scale,class_id,class_name,class_type,concept_rank,concept_idx,concept_id,concept_text,prompt_text,evidence,weight,contribution,support_region_idx,support_region_score,support_region_x,support_region_y
2460239-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,1,2,adeno_papillary_high,tumor cells lining fibrovascular cores,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.21337302029132843,0.10227534174919128,0.021822798997163773,0,0.21337302029132843,109578.859375,42590.80078125
2460239-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,2,9,adeno_atypical_glands_high,atypical gland-forming tumor cells,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.21305346488952637,0.10134528577327728,0.02159196510910988,0,0.21305346488952637,109578.859375,42590.80078125
2460239-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,3,10,adeno_fused_glands_high,fused back-to-back glands,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.20824266970157623,0.09715311229228973,0.020231423899531364,0,0.20824266970157623,109578.859375,42590.80078125
2460239-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,4,3,adeno_micropapillary_high,floating micropapillary clusters,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.20111089944839478,0.09040931612253189,0.01818229816854,0,0.20111089944839478,109578.859375,42590.80078125
2460239-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,5,8,adeno_hobnail_high,hobnail adenocarcinoma cells,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.19608983397483826,0.08634328842163086,0.016931040212512016,0,0.19608983397483826,109578.859375,42590.80078125
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,1,5,adeno_mucinous,mucinous features,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.10409196466207504,0.10556133836507797,0.010988087393343449,3,0.10409196466207504,13488.6884765625,20219.94140625
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,2,0,adeno_lepidic,lepidic growth pattern,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.09533068537712097,0.0960688591003418,0.009158310480415821,10,0.09533068537712097,13391.9091796875,19850.45703125
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,3,11,adeno_alveolar_replacement_low,alveolar replacement by atypical glands,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.09378360211849213,0.09471678733825684,0.00888288114219904,7,0.09378360211849213,13413.7412109375,19928.6171875
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,4,10,adeno_cribriform_low,cribriform glandular pattern,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.08222167938947678,0.08540764451026917,0.007022359874099493,7,0.08222167938947678,13413.7412109375,19928.6171875
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,5,9,adeno_multifocal_glandular_low,multifocal irregular glandular proliferation,A low magnification histopathology image showing multifocal irregular glandular proliferation consistent with lung adenocarcinoma.,0.07876627892255783,0.08190324902534485,0.006451214198023081,10,0.07876627892255783,13391.9091796875,19850.45703125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,1,2,adeno_papillary_high,tumor cells lining fibrovascular cores,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.23747515678405762,0.10589076578617096,0.025146426633000374,0,0.23747515678405762,37172.10546875,39833.80078125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,2,9,adeno_atypical_glands_high,atypical gland-forming tumor cells,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.23508545756340027,0.10277801007032394,0.02416161634027958,0,0.23508545756340027,37172.10546875,39833.80078125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,3,10,adeno_fused_glands_high,fused back-to-back glands,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.2283741682767868,0.09667176753282547,0.02207733504474163,0,0.2283741682767868,37172.10546875,39833.80078125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,4,3,adeno_micropapillary_high,floating micropapillary clusters,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.22090469300746918,0.08965808153152466,0.019805891439318657,0,0.22090469300746918,37172.10546875,39833.80078125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,5,8,adeno_hobnail_high,hobnail adenocarcinoma cells,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.22020648419857025,0.08940847218036652,0.019688325002789497,0,0.22020648419857025,37172.10546875,39833.80078125
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,1,5,adeno_mucinous,mucinous features,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.10409196466207504,0.10556133836507797,0.010988087393343449,3,0.10409196466207504,13488.6884765625,20219.94140625
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,2,0,adeno_lepidic,lepidic growth pattern,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.09533068537712097,0.0960688591003418,0.009158310480415821,10,0.09533068537712097,13391.9091796875,19850.45703125
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,3,11,adeno_alveolar_replacement_low,alveolar replacement by atypical glands,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.09378360211849213,0.09471678733825684,0.00888288114219904,7,0.09378360211849213,13413.7412109375,19928.6171875
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,4,10,adeno_cribriform_low,cribriform glandular pattern,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.08222167938947678,0.08540764451026917,0.007022359874099493,7,0.08222167938947678,13413.7412109375,19928.6171875
2460628-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,5,9,adeno_multifocal_glandular_low,multifocal irregular glandular proliferation,A low magnification histopathology image showing multifocal irregular glandular proliferation consistent with lung adenocarcinoma.,0.07876627892255783,0.08190324902534485,0.006451214198023081,10,0.07876627892255783,13391.9091796875,19850.45703125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,1,2,adeno_papillary_high,tumor cells lining fibrovascular cores,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.23747515678405762,0.10589076578617096,0.025146426633000374,0,0.23747515678405762,37172.10546875,39833.80078125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,2,9,adeno_atypical_glands_high,atypical gland-forming tumor cells,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.23508545756340027,0.10277801007032394,0.02416161634027958,0,0.23508545756340027,37172.10546875,39833.80078125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,3,10,adeno_fused_glands_high,fused back-to-back glands,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.2283741682767868,0.09667176753282547,0.02207733504474163,0,0.2283741682767868,37172.10546875,39833.80078125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,4,3,adeno_micropapillary_high,floating micropapillary clusters,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.22090469300746918,0.08965808153152466,0.019805891439318657,0,0.22090469300746918,37172.10546875,39833.80078125
2460628-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,5,8,adeno_hobnail_high,hobnail adenocarcinoma cells,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.22020648419857025,0.08940847218036652,0.019688325002789497,0,0.22020648419857025,37172.10546875,39833.80078125
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,1,5,adeno_mucinous,mucinous features,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.11893780529499054,0.09999581426382065,0.011893282644450665,15,0.11893780529499054,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,2,11,adeno_alveolar_replacement_low,alveolar replacement by atypical glands,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.11668644845485687,0.09725122153759003,0.011347899213433266,15,0.11668644845485687,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,3,0,adeno_lepidic,lepidic growth pattern,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.11045753955841064,0.0912599116563797,0.01008034497499466,15,0.11045753955841064,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,4,6,adeno_glandular_infiltration_low,infiltrative glandular adenocarcinoma,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.,0.10872778296470642,0.09025340527296066,0.009813052602112293,15,0.10872778296470642,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,5,9,adeno_multifocal_glandular_low,multifocal irregular glandular proliferation,A low magnification histopathology image showing multifocal irregular glandular proliferation consistent with lung adenocarcinoma.,0.10014654695987701,0.08282410353422165,0.008294547908008099,15,0.10014654695987701,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,1,9,adeno_atypical_glands_high,atypical gland-forming tumor cells,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.22811521589756012,0.1057312861084938,0.02411891520023346,0,0.22811521589756012,61339.84765625,47187.1953125
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,2,2,adeno_papillary_high,tumor cells lining fibrovascular cores,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.2266451120376587,0.1048090010881424,0.02375444769859314,0,0.2266451120376587,61339.84765625,47187.1953125
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,3,10,adeno_fused_glands_high,fused back-to-back glands,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.22376450896263123,0.10182512551546097,0.022784849628806114,0,0.22376450896263123,61339.84765625,47187.1953125
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,4,8,adeno_hobnail_high,hobnail adenocarcinoma cells,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.2069222331047058,0.08634967356920242,0.017867667600512505,0,0.2069222331047058,61339.84765625,47187.1953125
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,5,7,adeno_intracytoplasmic_mucin_high,intracytoplasmic mucin vacuoles,A high magnification histopathology image showing adenocarcinoma cells with intracytoplasmic mucin vacuoles.,0.2066950500011444,0.08542701601982117,0.017657341435551643,0,0.2066950500011444,61339.84765625,47187.1953125
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,1,5,adeno_mucinous,mucinous features,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.11893780529499054,0.09999581426382065,0.011893282644450665,15,0.11893780529499054,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,2,11,adeno_alveolar_replacement_low,alveolar replacement by atypical glands,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.11668644845485687,0.09725122153759003,0.011347899213433266,15,0.11668644845485687,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,3,0,adeno_lepidic,lepidic growth pattern,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.11045753955841064,0.0912599116563797,0.01008034497499466,15,0.11045753955841064,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,4,6,adeno_glandular_infiltration_low,infiltrative glandular adenocarcinoma,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.,0.10872778296470642,0.09025340527296066,0.009813052602112293,15,0.10872778296470642,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,low,0,Adenocarcinoma,true,5,9,adeno_multifocal_glandular_low,multifocal irregular glandular proliferation,A low magnification histopathology image showing multifocal irregular glandular proliferation consistent with lung adenocarcinoma.,0.10014654695987701,0.08282410353422165,0.008294547908008099,15,0.10014654695987701,66888.203125,44114.515625
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,1,9,adeno_atypical_glands_high,atypical gland-forming tumor cells,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.22811521589756012,0.1057312861084938,0.02411891520023346,0,0.22811521589756012,61339.84765625,47187.1953125
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,2,2,adeno_papillary_high,tumor cells lining fibrovascular cores,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.2266451120376587,0.1048090010881424,0.02375444769859314,0,0.2266451120376587,61339.84765625,47187.1953125
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,3,10,adeno_fused_glands_high,fused back-to-back glands,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.22376450896263123,0.10182512551546097,0.022784849628806114,0,0.22376450896263123,61339.84765625,47187.1953125
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,4,8,adeno_hobnail_high,hobnail adenocarcinoma cells,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.2069222331047058,0.08634967356920242,0.017867667600512505,0,0.2069222331047058,61339.84765625,47187.1953125
2460641-B2,0,test,0,0,True,high,0,Adenocarcinoma,true,5,7,adeno_intracytoplasmic_mucin_high,intracytoplasmic mucin vacuoles,A high magnification histopathology image showing adenocarcinoma cells with intracytoplasmic mucin vacuoles.,0.2066950500011444,0.08542701601982117,0.017657341435551643,0,0.2066950500011444,61339.84765625,47187.1953125
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,pred,1,5,adeno_mucinous,mucinous features,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.08847428858280182,0.10818883031606674,0.009571929462254047,3,0.08847428858280182,83430.8359375,48735.24609375
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,pred,2,11,adeno_alveolar_replacement_low,alveolar replacement by atypical glands,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.07425657659769058,0.09335260093212128,0.00693204440176487,1,0.07425657659769058,82566.2265625,48438.59375
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,pred,3,0,adeno_lepidic,lepidic growth pattern,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.07386188209056854,0.09286435693502426,0.006859136279672384,1,0.07386188209056854,82566.2265625,48438.59375
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,pred,4,10,adeno_cribriform_low,cribriform glandular pattern,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.06471884250640869,0.08589881658554077,0.0055592721328139305,1,0.06471884250640869,82566.2265625,48438.59375
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,pred,5,9,adeno_multifocal_glandular_low,multifocal irregular glandular proliferation,A low magnification histopathology image showing multifocal irregular glandular proliferation consistent with lung adenocarcinoma.,0.06277721375226974,0.08363070338964462,0.005250102374702692,1,0.06277721375226974,82566.2265625,48438.59375
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,pred,1,2,adeno_papillary_high,tumor cells lining fibrovascular cores,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.24505549669265747,0.10506360977888107,0.025746414437890053,0,0.24505549669265747,57466.86328125,40854.41015625
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,pred,2,9,adeno_atypical_glands_high,atypical gland-forming tumor cells,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.24165362119674683,0.10094819962978363,0.024394497275352478,0,0.24165362119674683,57466.86328125,40854.41015625
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,pred,3,10,adeno_fused_glands_high,fused back-to-back glands,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.23819756507873535,0.09809240698814392,0.02336537279188633,0,0.23819756507873535,57466.86328125,40854.41015625
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,pred,4,8,adeno_hobnail_high,hobnail adenocarcinoma cells,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.2293660044670105,0.09012208878993988,0.020670942962169647,0,0.2293660044670105,57466.86328125,40854.41015625
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,pred,5,11,adeno_prominent_nucleoli_high,prominent nucleoli in gland-forming tumor cells,A high magnification histopathology image showing gland-forming adenocarcinoma cells with vesicular chromatin and prominent nucleoli.,0.2296731323003769,0.08956768363714218,0.020571289584040642,0,0.2296731323003769,57466.86328125,40854.41015625
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,true,1,5,adeno_mucinous,mucinous features,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.08847428858280182,0.10818883031606674,0.009571929462254047,3,0.08847428858280182,83430.8359375,48735.24609375
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,true,2,11,adeno_alveolar_replacement_low,alveolar replacement by atypical glands,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.07425657659769058,0.09335260093212128,0.00693204440176487,1,0.07425657659769058,82566.2265625,48438.59375
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,true,3,0,adeno_lepidic,lepidic growth pattern,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.07386188209056854,0.09286435693502426,0.006859136279672384,1,0.07386188209056854,82566.2265625,48438.59375
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,true,4,10,adeno_cribriform_low,cribriform glandular pattern,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.06471884250640869,0.08589881658554077,0.0055592721328139305,1,0.06471884250640869,82566.2265625,48438.59375
2460960-B,0,test,0,0,True,low,0,Adenocarcinoma,true,5,9,adeno_multifocal_glandular_low,multifocal irregular glandular proliferation,A low magnification histopathology image showing multifocal irregular glandular proliferation consistent with lung adenocarcinoma.,0.06277721375226974,0.08363070338964462,0.005250102374702692,1,0.06277721375226974,82566.2265625,48438.59375
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,true,1,2,adeno_papillary_high,tumor cells lining fibrovascular cores,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.24505549669265747,0.10506360977888107,0.025746414437890053,0,0.24505549669265747,57466.86328125,40854.41015625
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,true,2,9,adeno_atypical_glands_high,atypical gland-forming tumor cells,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.24165362119674683,0.10094819962978363,0.024394497275352478,0,0.24165362119674683,57466.86328125,40854.41015625
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,true,3,10,adeno_fused_glands_high,fused back-to-back glands,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.23819756507873535,0.09809240698814392,0.02336537279188633,0,0.23819756507873535,57466.86328125,40854.41015625
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,true,4,8,adeno_hobnail_high,hobnail adenocarcinoma cells,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.2293660044670105,0.09012208878993988,0.020670942962169647,0,0.2293660044670105,57466.86328125,40854.41015625
2460960-B,0,test,0,0,True,high,0,Adenocarcinoma,true,5,11,adeno_prominent_nucleoli_high,prominent nucleoli in gland-forming tumor cells,A high magnification histopathology image showing gland-forming adenocarcinoma cells with vesicular chromatin and prominent nucleoli.,0.2296731323003769,0.08956768363714218,0.020571289584040642,0,0.2296731323003769,57466.86328125,40854.41015625
2461671-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,1,5,adeno_mucinous,mucinous features,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.1040046364068985,0.10609801113605499,0.01103468518704176,15,0.1040046364068985,61668.29296875,31960.904296875
2461671-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,2,11,adeno_alveolar_replacement_low,alveolar replacement by atypical glands,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.09405878186225891,0.09554406255483627,0.008986758068203926,15,0.09405878186225891,61668.29296875,31960.904296875
2461671-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,3,0,adeno_lepidic,lepidic growth pattern,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.09352962672710419,0.09491664171218872,0.008877517655491829,15,0.09352962672710419,61668.29296875,31960.904296875
2461671-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,4,10,adeno_cribriform_low,cribriform glandular pattern,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.08055047690868378,0.08449294418096542,0.006805947050452232,15,0.08055047690868378,61668.29296875,31960.904296875
2461671-B2,0,test,0,0,True,low,0,Adenocarcinoma,pred,5,3,adeno_micropapillary,micropapillary pattern,A low magnification histopathology image showing lung adenocarcinoma with micropapillary clusters.,0.07724405825138092,0.08214706927537918,0.00634537311270833,15,0.07724405825138092,61668.29296875,31960.904296875
2461671-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,1,2,adeno_papillary_high,tumor cells lining fibrovascular cores,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.18386830389499664,0.10593433678150177,0.0194779671728611,2,0.18386830389499664,98005.5546875,46495.9140625
2461671-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,2,9,adeno_atypical_glands_high,atypical gland-forming tumor cells,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.18113861978054047,0.10247132182121277,0.01856151409447193,2,0.18113861978054047,98005.5546875,46495.9140625
2461671-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,3,10,adeno_fused_glands_high,fused back-to-back glands,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.17146655917167664,0.09357143938541412,0.0160443726927042,2,0.17146655917167664,98005.5546875,46495.9140625
2461671-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,4,3,adeno_micropapillary_high,floating micropapillary clusters,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.16987398266792297,0.09203566610813141,0.01563446596264839,2,0.16987398266792297,98005.5546875,46495.9140625
2461671-B2,0,test,0,0,True,high,0,Adenocarcinoma,pred,5,8,adeno_hobnail_high,hobnail adenocarcinoma cells,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.16892686486244202,0.0915512964129448,0.015465473756194115,2,0.16892686486244202,98005.5546875,46495.9140625
