class_id,class_name,low_concept_index,high_concept_index,low_concept_id,high_concept_id,low_concept_text,high_concept_text,raw_weight,tanh_weight,abs_tanh_weight,rank
1,NonAdenocarcinoma,2,7,nonadeno_hamartoma_low,nonadeno_nuclear_molding_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing neuroendocrine tumor cells with nuclear molding and scant cytoplasm.,0.002580569125711918,0.0025805633049458265,0.0025805633049458265,3
1,NonAdenocarcinoma,2,2,nonadeno_hamartoma_low,nonadeno_neuroendocrine_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing neuroendocrine tumor cells with salt-and-pepper chromatin.,0.002572218421846628,0.0025722128339111805,0.0025722128339111805,4
1,NonAdenocarcinoma,2,4,nonadeno_hamartoma_low,nonadeno_inflammatory_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,"A high magnification histopathology image showing inflammatory cells, granulomas, or fibrosis without adenocarcinoma morphology.",0.0025629610754549503,0.0025629554875195026,0.0025629554875195026,5
1,NonAdenocarcinoma,2,10,nonadeno_hamartoma_low,nonadeno_spindle_atypia_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,0.0025626954156905413,0.0025626898277550936,0.0025626898277550936,6
1,NonAdenocarcinoma,2,0,nonadeno_hamartoma_low,nonadeno_keratinization_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,0.002557713072746992,0.0025577074848115444,0.0025577074848115444,7
1,NonAdenocarcinoma,2,1,nonadeno_hamartoma_low,nonadeno_intercellular_bridges_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,0.0025576897896826267,0.002557684201747179,0.002557684201747179,8
1,NonAdenocarcinoma,2,9,nonadeno_hamartoma_low,nonadeno_fibrosis_inflammation_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.0025406840723007917,0.0025406787171959877,0.0025406787171959877,9
1,NonAdenocarcinoma,2,11,nonadeno_hamartoma_low,nonadeno_chondroid_matrix_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,0.0024984939955174923,0.002498488873243332,0.002498488873243332,10
1,NonAdenocarcinoma,2,3,nonadeno_hamartoma_low,nonadeno_hamartoma_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing benign cartilage and respiratory epithelium in pulmonary hamartoma.,0.0024651275016367435,0.002465122612193227,0.002465122612193227,11
1,NonAdenocarcinoma,2,8,nonadeno_hamartoma_low,nonadeno_chondromyxoid_matrix_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing chondromyxoid matrix and benign stromal elements in pulmonary hamartoma.,0.0023247776553034782,0.0023247734643518925,0.0023247734643518925,12
1,NonAdenocarcinoma,7,4,nonadeno_necrotic_squamous_low,nonadeno_inflammatory_high,A low magnification histopathology image showing necrotic squamous carcinoma nests without glandular differentiation.,"A high magnification histopathology image showing inflammatory cells, granulomas, or fibrosis without adenocarcinoma morphology.",-0.001232916722074151,-0.001232916139997542,0.001232916139997542,13
1,NonAdenocarcinoma,7,10,nonadeno_necrotic_squamous_low,nonadeno_spindle_atypia_high,A low magnification histopathology image showing necrotic squamous carcinoma nests without glandular differentiation.,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,-0.0012252244632691145,-0.0012252238811925054,0.0012252238811925054,14
1,NonAdenocarcinoma,7,2,nonadeno_necrotic_squamous_low,nonadeno_neuroendocrine_high,A low magnification histopathology image showing necrotic squamous carcinoma nests without glandular differentiation.,A high magnification histopathology image showing neuroendocrine tumor cells with salt-and-pepper chromatin.,-0.0012230745051056147,-0.0012230739230290055,0.0012230739230290055,15
1,NonAdenocarcinoma,7,11,nonadeno_necrotic_squamous_low,nonadeno_chondroid_matrix_high,A low magnification histopathology image showing necrotic squamous carcinoma nests without glandular differentiation.,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,-0.0012219317723065615,-0.0012219311902299523,0.0012219311902299523,16
1,NonAdenocarcinoma,7,9,nonadeno_necrotic_squamous_low,nonadeno_fibrosis_inflammation_high,A low magnification histopathology image showing necrotic squamous carcinoma nests without glandular differentiation.,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,-0.0012137931771576405,-0.0012137925950810313,0.0012137925950810313,17
1,NonAdenocarcinoma,7,1,nonadeno_necrotic_squamous_low,nonadeno_intercellular_bridges_high,A low magnification histopathology image showing necrotic squamous carcinoma nests without glandular differentiation.,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,-0.0012040836736559868,-0.0012040830915793777,0.0012040830915793777,18
1,NonAdenocarcinoma,7,0,nonadeno_necrotic_squamous_low,nonadeno_keratinization_high,A low magnification histopathology image showing necrotic squamous carcinoma nests without glandular differentiation.,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,-0.0011822659289464355,-0.0011822653468698263,0.0011822653468698263,19
1,NonAdenocarcinoma,7,7,nonadeno_necrotic_squamous_low,nonadeno_nuclear_molding_high,A low magnification histopathology image showing necrotic squamous carcinoma nests without glandular differentiation.,A high magnification histopathology image showing neuroendocrine tumor cells with nuclear molding and scant cytoplasm.,-0.0011624762555584311,-0.0011624757898971438,0.0011624757898971438,20
