edge_type,source_node_id,target_node_id,scale,class_id,class_name,concept_id,concept_text,edge_strength,mean_evidence_score,slide_coverage,low_concept_id,low_concept_text,high_concept_id,high_concept_text,co_occurrence_count,co_occurrence_rate,mean_joint_evidence,correct_count,incorrect_count,dominant_conflict_type,high_scale_override_rate,wrong_class_drift_rate,example_slides,conflict_type,count,incorrect_rate,main_true_label,main_pred_label
concept_to_class,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,0.0460269019523553,0.1903055885008403,0.6855670103092784,,,,,,,,,,,,,,,,,,
concept_to_class,high_concept::nonadeno_fibrosis_inflammation_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_fibrosis_inflammation_high,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.0346351850254964,0.1277045857226639,0.5876288659793815,,,,,,,,,,,,,,,,,,
concept_to_class,high_concept::nonadeno_hamartoma_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_hamartoma_high,A high magnification histopathology image showing benign cartilage and respiratory epithelium in pulmonary hamartoma.,0.0143083682117825,0.1100459778805573,0.3865979381443299,,,,,,,,,,,,,,,,,,
concept_to_class,high_concept::nonadeno_inflammatory_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_inflammatory_high,"A high magnification histopathology image showing inflammatory cells, granulomas, or fibrosis without adenocarcinoma morphology.",0.0111852581162125,0.0982734000159276,0.3814432989690721,,,,,,,,,,,,,,,,,,
concept_to_class,high_concept::nonadeno_nuclear_molding_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_nuclear_molding_high,A high magnification histopathology image showing neuroendocrine tumor cells with nuclear molding and scant cytoplasm.,0.0089868473439208,0.0939524962877233,0.3092783505154639,,,,,,,,,,,,,,,,,,
concept_to_class,high_concept::nonadeno_spindle_atypia_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_spindle_atypia_high,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,0.0068352854572235,0.1107856789603829,0.2886597938144329,,,,,,,,,,,,,,,,,,
concept_to_class,high_concept::nonadeno_sarcomatoid_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_sarcomatoid_high,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,0.0062992570355841,0.0974184269036509,0.2938144329896907,,,,,,,,,,,,,,,,,,
concept_to_class,high_concept::nonadeno_neuroendocrine_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_neuroendocrine_high,A high magnification histopathology image showing neuroendocrine tumor cells with salt-and-pepper chromatin.,0.0057125552282649,0.0984632865242335,0.2371134020618556,,,,,,,,,,,,,,,,,,
concept_to_class,high_concept::nonadeno_chondroid_matrix_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_chondroid_matrix_high,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,0.0054279447337692,0.076164973965078,0.2938144329896907,,,,,,,,,,,,,,,,,,
concept_to_class,high_concept::nonadeno_chondromyxoid_matrix_high,class::1,high,1.0,NonAdenocarcinoma,nonadeno_chondromyxoid_matrix_high,A high magnification histopathology image showing chondromyxoid matrix and benign stromal elements in pulmonary hamartoma.,0.0043865768735999,0.0781655505713489,0.2319587628865979,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::adeno_mucinous,class::0,low,0.0,Adenocarcinoma,adeno_mucinous,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.0358302259059012,0.048204582275465,1.0,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::adeno_alveolar_replacement_low,class::0,low,0.0,Adenocarcinoma,adeno_alveolar_replacement_low,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.0340608376374477,0.0909582402032899,0.8195876288659794,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::adeno_cribriform_low,class::0,low,0.0,Adenocarcinoma,adeno_cribriform_low,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.0180829974736053,0.1326565752164102,0.5360824742268041,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::adeno_lepidic,class::0,low,0.0,Adenocarcinoma,adeno_lepidic,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.0139215840677042,0.0682867809282198,0.6907216494845361,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::adeno_glandular_infiltration_low,class::0,low,0.0,Adenocarcinoma,adeno_glandular_infiltration_low,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.,0.0123352607905278,0.0894460218178844,0.6649484536082474,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::adeno_micropapillary,class::0,low,0.0,Adenocarcinoma,adeno_micropapillary,A low magnification histopathology image showing lung adenocarcinoma with micropapillary clusters.,-0.0008054111575342,-0.111606974686895,0.0360824742268041,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::adeno_multifocal_glandular_low,class::0,low,0.0,Adenocarcinoma,adeno_multifocal_glandular_low,A low magnification histopathology image showing multifocal irregular glandular proliferation consistent with lung adenocarcinoma.,-0.008469228178127,-0.055537838514929,0.5515463917525774,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::adeno_desmoplastic_invasion_low,class::0,low,0.0,Adenocarcinoma,adeno_desmoplastic_invasion_low,A low magnification histopathology image showing invasive adenocarcinoma glands within desmoplastic stroma.,-0.0119361605489367,-0.1593599043530868,0.2628865979381443,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::adeno_solid,class::0,low,0.0,Adenocarcinoma,adeno_solid,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,-0.015029768430295,-0.086265534777433,0.4020618556701031,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::nonadeno_hamartoma_low,class::1,low,1.0,NonAdenocarcinoma,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,0.0987526106735746,0.1028248832786705,1.0,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::nonadeno_metastatic_low,class::1,low,1.0,NonAdenocarcinoma,nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,0.014381324608424,0.0709105324851156,0.5979381443298969,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::nonadeno_solid_nests_low,class::1,low,1.0,NonAdenocarcinoma,nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,0.0142525082556062,0.0613932639139322,0.7164948453608248,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::nonadeno_fibroinflammatory_low,class::1,low,1.0,NonAdenocarcinoma,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,0.0127613447465163,0.0380710011825979,0.9845360824742267,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::nonadeno_inflammatory_low,class::1,low,1.0,NonAdenocarcinoma,nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,0.0045819778576042,0.0390382177786587,0.520618556701031,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::nonadeno_organoid_neuroendocrine_low,class::1,low,1.0,NonAdenocarcinoma,nonadeno_organoid_neuroendocrine_low,A low magnification histopathology image showing organoid nests and trabeculae consistent with neuroendocrine morphology.,0.0019500262069262,0.0780629538709208,0.1082474226804123,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::nonadeno_benign_reactive_low,class::1,low,1.0,NonAdenocarcinoma,nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,-1.1121576815733568e-05,-8.060921306823405e-05,0.6237113402061856,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::nonadeno_sarcomatoid_low,class::1,low,1.0,NonAdenocarcinoma,nonadeno_sarcomatoid_low,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.,-0.0016881219766436,-0.0161868073461976,0.2886597938144329,,,,,,,,,,,,,,,,,,
concept_to_class,low_concept::nonadeno_small_cell_low,class::1,low,1.0,NonAdenocarcinoma,nonadeno_small_cell_low,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.,-0.0032197850977265,-0.0877483576581242,0.1597938144329896,,,,,,,,,,,,,,,,,,
low_high_pair,low_concept::nonadeno_hamartoma_low,high_concept::adeno_papillary_high,,,,,,,,,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,98.0,0.5051546391752577,0.0018358013535079265,93.0,5.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_hamartoma_low,high_concept::adeno_atypical_glands_high,,,,,,,,,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,adeno_atypical_glands_high,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,97.0,0.5,0.0015619859108268117,93.0,4.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_hamartoma_low,high_concept::adeno_fused_glands_high,,,,,,,,,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,97.0,0.5,0.0012017486480058242,93.0,4.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_hamartoma_low,high_concept::adeno_micropapillary_high,,,,,,,,,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,96.0,0.4948453608247423,0.0012931348068694005,92.0,4.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_fibroinflammatory_low,high_concept::adeno_papillary_high,,,,,,,,,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,96.0,0.4948453608247423,0.0007630594281916045,91.0,5.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_fibroinflammatory_low,high_concept::adeno_atypical_glands_high,,,,,,,,,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,adeno_atypical_glands_high,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,95.0,0.4896907216494845,0.0004917950437595477,91.0,4.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_fibroinflammatory_low,high_concept::adeno_fused_glands_high,,,,,,,,,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,95.0,0.4896907216494845,0.00013058490195974265,91.0,4.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_fibroinflammatory_low,high_concept::adeno_micropapillary_high,,,,,,,,,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,94.0,0.4845360824742268,0.00022559519740004546,90.0,4.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_solid_nests_low,high_concept::adeno_papillary_high,,,,,,,,,nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,85.0,0.4381443298969072,0.0007555756598974683,83.0,2.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_solid_nests_low,high_concept::adeno_atypical_glands_high,,,,,,,,,nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,adeno_atypical_glands_high,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,85.0,0.4381443298969072,0.0005025550320308478,83.0,2.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_solid_nests_low,high_concept::adeno_fused_glands_high,,,,,,,,,nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,85.0,0.4381443298969072,0.00013851699050337654,83.0,2.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_solid_nests_low,high_concept::adeno_micropapillary_high,,,,,,,,,nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,83.0,0.42783505154639173,0.00022942418422611398,82.0,1.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_intercellular_bridges_high,,,,,,,,,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,81.0,0.4175257731958763,0.005365912169307787,72.0,9.0,consistent_correct_support,0.0,0.09876543209876543,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]",,,,,
low_high_pair,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_keratinization_high,,,,,,,,,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,81.0,0.4175257731958763,0.0016949305877472663,72.0,9.0,consistent_correct_support,0.0,0.09876543209876543,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]",,,,,
low_high_pair,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_intercellular_bridges_high,,,,,,,,,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,80.0,0.41237113402061853,0.00429395677488818,71.0,9.0,consistent_correct_support,0.0,0.1,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]",,,,,
low_high_pair,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,,,,,,,,,nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,80.0,0.41237113402061853,0.0014192952473443155,71.0,9.0,consistent_correct_support,0.0,0.1,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]",,,,,
low_high_pair,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_keratinization_high,,,,,,,,,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,80.0,0.41237113402061853,0.0006580893101492182,71.0,9.0,consistent_correct_support,0.0,0.1,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]",,,,,
low_high_pair,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,,,,,,,,,nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,79.0,0.4072164948453608,0.0003913906598685256,70.0,9.0,consistent_correct_support,0.0,0.10126582278481013,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]",,,,,
low_high_pair,low_concept::nonadeno_metastatic_low,high_concept::adeno_papillary_high,,,,,,,,,nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,77.0,0.39690721649484534,0.0007371909506478174,75.0,2.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_metastatic_low,high_concept::adeno_atypical_glands_high,,,,,,,,,nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_atypical_glands_high,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,77.0,0.39690721649484534,0.0005108708003604679,75.0,2.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_metastatic_low,high_concept::adeno_fused_glands_high,,,,,,,,,nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,77.0,0.39690721649484534,0.0001423208987928385,75.0,2.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
low_high_pair,low_concept::nonadeno_metastatic_low,high_concept::adeno_micropapillary_high,,,,,,,,,nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,75.0,0.3865979381443299,0.00023537535410827852,74.0,1.0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]",,,,,
