low_concept_id,low_concept_text,high_concept_id,high_concept_text,source_node_id,target_node_id,co_occurrence_count,co_occurrence_rate,mean_joint_evidence,correct_count,incorrect_count,dominant_conflict_type,high_scale_override_rate,wrong_class_drift_rate,example_slides
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,low_concept::nonadeno_solid_nests_low,high_concept::adeno_fused_glands_high,85,0.4381443298969072,0.00013851699050337654,83,2,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,low_concept::nonadeno_solid_nests_low,high_concept::adeno_micropapillary_high,83,0.42783505154639173,0.00022942418422611398,82,1,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_intercellular_bridges_high,81,0.4175257731958763,0.005365912169307787,72,9,consistent_correct_support,0.0,0.09876543209876543,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_keratinization_high,81,0.4175257731958763,0.0016949305877472663,72,9,consistent_correct_support,0.0,0.09876543209876543,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_intercellular_bridges_high,80,0.41237113402061853,0.00429395677488818,71,9,consistent_correct_support,0.0,0.1,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,80,0.41237113402061853,0.0014192952473443155,71,9,consistent_correct_support,0.0,0.1,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_keratinization_high,80,0.41237113402061853,0.0006580893101492182,71,9,consistent_correct_support,0.0,0.1,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,79,0.4072164948453608,0.0003913906598685256,70,9,consistent_correct_support,0.0,0.10126582278481013,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,low_concept::nonadeno_metastatic_low,high_concept::adeno_papillary_high,77,0.39690721649484534,0.0007371909506478174,75,2,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_atypical_glands_high,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,low_concept::nonadeno_metastatic_low,high_concept::adeno_atypical_glands_high,77,0.39690721649484534,0.0005108708003604679,75,2,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,low_concept::nonadeno_metastatic_low,high_concept::adeno_fused_glands_high,77,0.39690721649484534,0.0001423208987928385,75,2,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,low_concept::nonadeno_metastatic_low,high_concept::adeno_micropapillary_high,75,0.3865979381443299,0.00023537535410827852,74,1,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465243-B2""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,low_concept::nonadeno_benign_reactive_low,high_concept::nonadeno_intercellular_bridges_high,58,0.29896907216494845,0.0042692800578451396,50,8,consistent_correct_support,0.0,0.1206896551724138,"[""2461700-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2485275-B2"", ""2486687-B3"", ""2487053-B2""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,low_concept::nonadeno_benign_reactive_low,high_concept::nonadeno_keratinization_high,58,0.29896907216494845,0.0006970576273342164,50,8,consistent_correct_support,0.0,0.1206896551724138,"[""2461700-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2485275-B2"", ""2486687-B3"", ""2487053-B2""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,low_concept::nonadeno_benign_reactive_low,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,57,0.29381443298969073,0.00033666830922326617,49,8,consistent_correct_support,0.0,0.12280701754385964,"[""2461700-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469927-B2"", ""2471884-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2485275-B2"", ""2486687-B3"", ""2487053-B2""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,low_concept::nonadeno_solid_nests_low,high_concept::nonadeno_intercellular_bridges_high,53,0.27319587628865977,0.0043824161077491005,46,7,weak_or_mixed_conflict,0.0,0.1320754716981132,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471957-B"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2485275-B2""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,adeno_hobnail_high,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,low_concept::nonadeno_hamartoma_low,high_concept::adeno_hobnail_high,53,0.27319587628865977,0.0010767649669089735,51,2,high_scale_dominant_correct,1.0,0.0,"[""2460641-B2"", ""2461671-B2"", ""2461677-B2"", ""2462637-B2"", ""2463656-B2"", ""2465243-B2"", ""2465568-B2"", ""2466923-B2"", ""2468796-B3"", ""2469004-B2"", ""2469496-B"", ""2469569-B2""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,low_concept::nonadeno_solid_nests_low,high_concept::nonadeno_keratinization_high,53,0.27319587628865977,0.0006593155957587084,46,7,weak_or_mixed_conflict,0.0,0.1320754716981132,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471957-B"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2485275-B2""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,low_concept::nonadeno_solid_nests_low,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,53,0.27319587628865977,0.00041995151132653656,46,7,weak_or_mixed_conflict,0.0,0.1320754716981132,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2471957-B"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2485275-B2""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,low_concept::nonadeno_inflammatory_low,high_concept::nonadeno_intercellular_bridges_high,52,0.26804123711340205,0.0041765606196240805,46,6,consistent_correct_support,0.0,0.09615384615384616,"[""2462478-B2"", ""2468673-B2"", ""2469029-B2"", ""2471884-B2"", ""2473621-B3"", ""2483850-B2"", ""2485275-B2"", ""2486687-B3"", ""2487274-B2"", ""2487558-B2"", ""2488769-B2"", ""25001929B3""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,low_concept::nonadeno_benign_reactive_low,high_concept::adeno_papillary_high,52,0.26804123711340205,0.0008286092377786662,48,4,high_scale_dominant_correct,1.0,0.0,"[""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2465568-B2"", ""2466923-B2"", ""2469004-B2"", ""2471237-B2"", ""2471452-B2"", ""2471959-B2"", ""2471963-B"", ""2473218-B3""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,low_concept::nonadeno_inflammatory_low,high_concept::nonadeno_keratinization_high,52,0.26804123711340205,0.000632608962375186,46,6,consistent_correct_support,0.0,0.09615384615384616,"[""2462478-B2"", ""2468673-B2"", ""2469029-B2"", ""2471884-B2"", ""2473621-B3"", ""2483850-B2"", ""2485275-B2"", ""2486687-B3"", ""2487274-B2"", ""2487558-B2"", ""2488769-B2"", ""25001929B3""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,adeno_atypical_glands_high,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,low_concept::nonadeno_benign_reactive_low,high_concept::adeno_atypical_glands_high,51,0.26288659793814434,0.00045584789330327396,48,3,high_scale_dominant_correct,1.0,0.0,"[""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2465568-B2"", ""2466923-B2"", ""2469004-B2"", ""2471237-B2"", ""2471452-B2"", ""2471959-B2"", ""2471963-B"", ""2473218-B3""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,low_concept::nonadeno_inflammatory_low,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,51,0.26288659793814434,0.00038569602157178715,45,6,consistent_correct_support,0.0,0.09803921568627451,"[""2462478-B2"", ""2468673-B2"", ""2469029-B2"", ""2471884-B2"", ""2473621-B3"", ""2483850-B2"", ""2485275-B2"", ""2486687-B3"", ""2487274-B2"", ""2487558-B2"", ""2488769-B2"", ""25001929B3""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,low_concept::nonadeno_benign_reactive_low,high_concept::adeno_micropapillary_high,51,0.26288659793814434,0.00024035071839808138,48,3,high_scale_dominant_correct,1.0,0.0,"[""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2465568-B2"", ""2466923-B2"", ""2469004-B2"", ""2471237-B2"", ""2471452-B2"", ""2471959-B2"", ""2471963-B"", ""2473218-B3""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,low_concept::nonadeno_benign_reactive_low,high_concept::adeno_fused_glands_high,51,0.26288659793814434,0.0001159931146661246,48,3,high_scale_dominant_correct,1.0,0.0,"[""2460641-B2"", ""2460960-B"", ""2461671-B2"", ""2461677-B2"", ""2465568-B2"", ""2466923-B2"", ""2469004-B2"", ""2471237-B2"", ""2471452-B2"", ""2471959-B2"", ""2471963-B"", ""2473218-B3""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,adeno_hobnail_high,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,low_concept::nonadeno_fibroinflammatory_low,high_concept::adeno_hobnail_high,51,0.26288659793814434,5.665177669235568e-05,49,2,high_scale_dominant_correct,1.0,0.0,"[""2460641-B2"", ""2461671-B2"", ""2461677-B2"", ""2462637-B2"", ""2463656-B2"", ""2465243-B2"", ""2465568-B2"", ""2466923-B2"", ""2468796-B3"", ""2469004-B2"", ""2469496-B"", ""2469569-B2""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,adeno_hobnail_high,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,low_concept::nonadeno_solid_nests_low,high_concept::adeno_hobnail_high,48,0.24742268041237114,6.469840447773594e-05,47,1,high_scale_dominant_correct,1.0,0.0,"[""2460641-B2"", ""2461671-B2"", ""2461677-B2"", ""2462637-B2"", ""2463656-B2"", ""2465243-B2"", ""2465568-B2"", ""2466923-B2"", ""2468796-B3"", ""2469004-B2"", ""2469496-B"", ""2469569-B2""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_sarcomatoid_high,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_sarcomatoid_high,46,0.23711340206185566,0.001023605583634091,41,5,consistent_correct_support,0.0,0.10869565217391304,"[""2461700-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2473212-B4"", ""2483850-B2"", ""2485275-B2"", ""2486687-B3"", ""2487274-B2"", ""2488769-B2"", ""25001929B3"", ""25013629B6""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_sarcomatoid_high,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_sarcomatoid_high,46,0.23711340206185566,1.3737865908004847e-05,41,5,consistent_correct_support,0.0,0.10869565217391304,"[""2461700-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2473212-B4"", ""2483850-B2"", ""2485275-B2"", ""2486687-B3"", ""2487274-B2"", ""2488769-B2"", ""25001929B3"", ""25013629B6""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,low_concept::nonadeno_inflammatory_low,high_concept::adeno_papillary_high,45,0.23195876288659795,0.000788050972019818,44,1,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465397-B"", ""2468796-B3"", ""2469033-B2"", ""2469496-B"", ""2469569-B2"", ""2469849-B2""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,adeno_atypical_glands_high,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,low_concept::nonadeno_inflammatory_low,high_concept::adeno_atypical_glands_high,45,0.23195876288659795,0.00047047692989607426,44,1,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465397-B"", ""2468796-B3"", ""2469033-B2"", ""2469496-B"", ""2469569-B2"", ""2469849-B2""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,low_concept::nonadeno_inflammatory_low,high_concept::adeno_micropapillary_high,45,0.23195876288659795,0.0001657754588355763,44,1,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465397-B"", ""2468796-B3"", ""2469033-B2"", ""2469496-B"", ""2469569-B2"", ""2469849-B2""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,low_concept::nonadeno_inflammatory_low,high_concept::adeno_fused_glands_high,45,0.23195876288659795,0.00012532510723568317,44,1,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2462598-B"", ""2462637-B2"", ""2463647-B2"", ""2463656-B2"", ""2464548-B"", ""2465397-B"", ""2468796-B3"", ""2469033-B2"", ""2469496-B"", ""2469569-B2"", ""2469849-B2""]"
